id_student,n_clicks_externalquiz,n_clicks_forumng,n_clicks_glossary,n_clicks_homepage,n_clicks_oucollaborate,n_clicks_oucontent,n_clicks_ouwiki,n_clicks_resource,n_clicks_subpage,n_clicks_url,total_n_clicks,final_result
681923,13,498,1,320,21,82,0,94,267,32,1328,1
682018,2,0,0,17,0,30,0,6,18,2,75,1
682022,3,473,0,178,0,105,0,34,34,4,831,0
682117,4,23,1,74,2,53,0,31,64,8,260,0
682294,26,435,55,418,19,238,0,56,228,55,1530,0
682299,18,292,44,252,39,60,0,32,150,36,923,0
682306,41,3062,0,882,153,263,0,155,617,107,5280,0
682385,11,90,1,367,5,194,0,120,149,62,999,1
682541,0,17,0,88,0,41,0,39,68,18,271,0
682660,12,428,0,358,10,408,0,70,218,33,1537,0
682684,5,284,21,186,6,75,0,54,164,10,805,0
682692,16,371,3,305,41,66,0,67,175,25,1069,0
682740,6,405,1,224,6,47,0,70,161,17,937,0
682819,3,121,43,161,0,231,0,21,14,5,599,1
682897,4,97,11,100,26,99,0,99,115,19,570,0
682968,43,1416,0,718,58,81,0,119,408,55,2898,0
683091,47,1605,0,471,118,183,0,74,285,55,2838,0
683396,3,46,0,162,0,560,0,66,77,8,922,1
683648,6,628,0,357,57,221,0,119,227,40,1655,0
683653,6,113,0,85,0,51,0,45,31,7,338,0
683713,43,405,13,452,171,479,0,173,364,142,2242,0
683718,18,182,20,245,20,145,0,64,163,36,893,0
684095,0,432,1,263,40,94,0,34,48,1,913,0
684141,9,130,46,149,33,180,0,39,100,5,691,0
684217,54,55,1,179,27,92,0,129,151,17,705,0
684233,20,506,0,281,37,62,0,24,98,3,1031,0
684241,22,162,0,350,11,320,0,63,149,39,1116,0
684305,0,38,0,84,0,145,0,12,5,2,286,1
684407,3,176,0,229,5,175,0,37,214,30,869,0
684441,14,4,0,71,0,153,0,39,86,2,369,0
684480,58,498,1,574,38,98,0,104,353,56,1780,0
684632,14,440,0,352,27,70,0,26,70,2,1001,0
684663,3,27,12,50,0,87,0,12,34,4,229,1
684854,11,459,0,399,32,110,0,79,225,38,1353,0
684936,2,170,8,188,5,62,0,39,127,7,608,1
685015,20,701,8,311,36,108,0,76,151,11,1422,0
685085,0,69,0,96,14,85,0,27,56,8,355,0
685191,26,727,0,391,34,131,0,63,322,39,1733,0
685224,6,1113,0,396,56,61,0,43,216,31,1922,0
685294,1,459,21,312,47,178,0,101,268,29,1416,0
685412,6,0,0,136,4,282,0,39,128,8,603,0
685458,9,363,1,371,12,53,0,71,164,31,1075,0
685611,6,1569,0,560,14,63,0,52,97,8,2369,0
685615,10,393,17,505,17,184,0,39,150,39,1354,0
685623,4,32,22,81,0,49,0,51,126,8,373,0
685697,10,404,0,161,4,42,0,75,131,13,840,0
685843,9,219,55,180,37,66,0,34,217,28,845,0
685910,6,274,0,125,30,106,0,43,80,8,672,1
685964,1,421,13,415,41,168,0,96,293,43,1491,0
686018,27,498,0,500,13,50,0,132,265,31,1516,0
686038,8,470,6,313,79,112,0,52,152,18,1210,0
686268,10,107,1,206,32,78,0,66,168,15,683,1
686312,73,496,0,511,99,125,0,154,533,87,2078,0
686370,8,257,0,171,43,164,0,93,114,22,872,0
686399,10,160,20,160,31,51,0,35,80,7,554,0
686549,1,42,24,54,2,60,0,23,41,2,249,1
686584,0,108,2,161,9,35,0,46,80,8,449,0
686766,3,398,0,193,17,84,0,46,112,21,874,0
686838,1,30,0,66,0,31,0,4,8,1,141,1
686854,7,93,0,78,4,58,0,33,125,6,404,0
686871,2,28,0,115,0,20,0,15,19,3,202,0
687050,0,69,0,45,2,72,0,9,10,2,209,1
687244,0,46,0,49,10,60,0,10,4,3,182,0
687411,10,138,0,255,8,59,0,35,85,37,627,0
687446,12,140,0,216,14,134,0,44,107,27,694,1
687600,1,41,29,81,4,139,0,25,88,3,411,0
687720,2,86,0,187,6,173,0,26,36,13,529,0
687781,63,419,1,261,72,323,0,106,286,51,1582,0
687792,8,253,15,178,21,73,0,47,78,7,680,0
687823,28,201,0,241,19,237,0,72,143,47,988,0
687835,3,739,0,83,8,39,1,38,76,9,996,0
687861,1,68,19,153,16,36,0,46,90,4,433,0
687975,21,59,0,349,8,83,0,59,122,41,742,0
687981,12,49,15,88,4,127,0,25,124,8,452,0
688175,6,112,0,136,7,146,0,28,72,5,512,0
688437,10,253,0,143,29,93,1,43,98,14,684,0
688525,12,114,2,342,85,83,0,95,211,43,987,1
688571,6,34,12,114,35,89,0,41,75,5,411,0
688592,1,71,10,121,4,41,0,88,74,13,423,0
688608,21,195,13,470,30,324,0,113,312,98,1576,0
688722,24,348,1,297,51,219,0,137,240,39,1356,0
688843,0,3,0,78,15,163,0,21,63,3,346,1
688911,20,150,0,249,7,291,0,95,164,47,1023,0
689017,34,260,70,319,14,221,0,53,159,38,1168,0
689038,10,60,1,229,48,224,0,41,98,14,725,1
689050,7,392,4,399,20,303,0,57,159,23,1364,0
689135,13,20,0,281,88,64,0,118,556,46,1186,0
689190,13,97,21,179,26,71,0,99,163,7,676,0
689231,16,282,10,235,22,248,0,245,124,14,1196,0
689418,16,762,0,506,34,122,0,83,231,9,1763,0
689527,3,31,4,48,0,20,0,9,30,3,148,1
689574,17,412,13,647,30,241,0,47,104,26,1537,0
689650,6,169,0,26,5,118,0,81,86,5,496,0
689759,4,195,19,133,1,75,0,33,102,13,575,0
689921,42,1185,17,614,81,176,0,354,603,124,3196,0
689956,1,38,0,57,0,76,0,42,69,6,289,0
689990,9,782,29,317,12,103,0,65,131,25,1473,0
690133,1,35,0,85,4,266,0,26,78,2,497,0
690168,19,882,9,841,27,89,0,54,152,32,2105,0
690192,34,94,16,246,41,59,0,105,171,18,784,0
690225,2,223,13,175,19,53,0,66,189,28,768,1
690298,1,0,0,21,0,36,0,5,3,0,66,1
690365,9,1205,0,505,65,113,0,106,328,32,2363,0
690711,9,298,20,345,8,133,0,82,180,25,1100,0
690733,18,2937,3,635,41,81,0,34,138,83,3970,0
690783,0,0,0,12,1,75,0,0,0,0,88,1
690882,9,48,12,89,7,66,0,16,103,16,366,0
690884,21,794,1,208,76,99,0,97,217,27,1540,1
690932,0,5,5,5,0,15,0,2,4,0,36,1
691069,4,227,8,187,39,54,0,41,109,8,677,0
691088,2,93,10,65,27,29,0,38,79,4,347,1
691202,16,293,0,191,7,60,0,50,154,30,801,0
691207,8,993,41,90,23,85,0,45,178,20,1483,0
691444,0,43,20,179,2,183,0,33,36,0,496,1
691761,26,337,16,239,26,70,0,159,237,22,1132,0
691782,21,5219,16,1160,96,321,0,133,501,94,7561,0
691834,0,76,8,190,0,57,0,77,203,11,622,0
692426,12,430,0,327,26,130,0,107,150,18,1200,1
692477,6,703,1,237,32,51,0,66,69,18,1183,0
692603,1,39,0,140,0,263,0,72,140,4,659,0
692652,4,261,3,183,11,262,0,37,18,0,779,0
693058,10,80,0,316,20,36,0,178,352,32,1024,0
693085,14,543,0,788,113,77,0,76,284,33,1928,0
693145,0,100,0,199,15,66,0,43,103,12,538,0
693294,3,34,14,184,1,211,0,26,37,5,515,1
693441,9,262,0,259,32,345,0,86,137,23,1153,0
693452,14,94,2,192,35,73,0,35,119,29,593,0
693488,17,77,33,232,34,122,0,110,263,57,945,0
693501,67,3410,27,1214,101,424,0,244,864,68,6419,0
693569,30,180,5,124,17,42,0,72,153,21,644,0
693606,41,2241,8,1043,71,192,0,119,382,69,4166,0
693902,3,36,0,191,19,155,0,76,150,21,651,0
694006,2,182,33,148,28,197,0,17,60,1,668,0
694010,25,191,4,188,7,167,0,106,331,40,1059,0
694384,0,104,0,68,3,73,0,26,50,0,324,0
694634,0,0,0,82,0,277,0,19,8,2,388,0
694673,10,250,0,205,23,67,0,42,106,15,718,1
694677,5,79,23,168,0,70,0,34,45,11,435,0
694698,33,491,17,449,130,152,0,150,340,111,1873,0
694871,8,326,0,256,15,32,0,30,135,17,819,0
694872,24,4268,1,1046,56,271,0,119,260,34,6079,0
694976,14,159,12,152,14,108,0,74,107,26,666,0
695183,19,764,0,524,48,53,0,124,288,53,1873,0
695201,11,7,27,207,9,62,0,37,90,6,456,0
695270,1,20,0,167,1,215,0,42,107,12,565,0
695432,11,48,5,184,0,209,0,68,187,4,716,0
695503,5,67,0,115,3,87,0,27,69,3,376,0
695651,12,83,0,157,37,30,0,80,199,40,638,0
695735,0,5,0,30,0,44,0,7,24,0,110,1
695739,6,77,27,218,8,274,0,54,95,12,771,0
695759,5,78,0,154,6,144,0,36,67,15,505,0
695916,7,141,0,280,49,144,0,52,104,27,804,0
696072,1,33,0,114,0,111,0,18,11,11,299,0
696132,30,150,56,414,14,216,0,78,173,52,1183,1
696415,16,805,5,383,38,82,0,79,223,40,1671,0
696430,2,55,46,182,6,182,0,30,31,10,544,1
696789,9,305,11,177,9,106,0,109,176,27,929,0
696826,3,129,16,191,4,88,0,15,52,15,513,1
696937,2,52,0,42,1,15,0,10,11,2,135,1
697045,6,74,14,129,8,175,0,31,99,10,546,0
697101,9,86,13,225,1,165,0,86,163,29,777,0
697433,5,251,18,125,3,44,0,42,57,3,548,1
697474,0,2,9,58,9,126,0,26,26,4,260,0
697674,19,143,4,228,21,87,0,82,217,28,829,0
697705,4,226,0,141,7,48,0,32,110,25,593,1
697948,0,36,0,83,11,188,0,24,75,8,425,1
698016,1,1,20,61,2,225,0,16,77,1,404,1
698347,14,144,29,234,7,276,0,58,86,22,870,1
698351,0,62,0,58,0,35,0,11,16,1,183,1
698399,0,0,5,19,0,17,0,15,11,1,68,1
699417,2,387,37,300,18,274,0,45,97,12,1172,0
1078701,9,1021,0,542,39,36,0,48,195,24,1914,0
1082062,3,1653,1,477,18,60,0,61,167,21,2461,0
1173473,35,900,1,737,78,96,0,171,467,62,2547,0
1360878,0,33,0,67,0,67,0,24,42,0,233,0
1380308,0,161,0,89,16,34,0,28,67,21,416,0
1382719,8,297,0,329,35,105,0,88,244,51,1157,1
1482413,2,10,0,81,1,29,0,29,98,13,263,1
1526210,9,116,10,366,82,79,0,125,366,40,1193,1
1589066,13,369,32,373,6,179,0,100,237,46,1355,0
1591864,3,523,0,105,6,16,0,23,41,3,720,0
1593730,35,418,1,331,77,405,0,157,304,62,1790,0
1624025,21,576,7,277,41,113,0,84,281,41,1441,0
1667087,31,815,27,484,79,269,0,132,431,68,2336,0
1684787,24,0,1,63,2,43,0,12,84,2,231,0
1723564,9,145,168,251,30,90,0,113,221,26,1053,0
1747824,7,3,0,80,3,14,0,30,109,12,258,0
1757548,19,2117,16,1204,55,72,0,295,478,43,4299,0
1774297,5,34,21,274,7,137,0,96,174,36,784,0
1777223,0,2,1,4,0,0,0,0,7,0,14,1
1782581,1,62,0,59,4,20,0,35,54,4,239,1
1804143,4,634,11,161,28,25,0,16,30,8,917,0
1822731,1,674,0,361,15,59,0,46,170,46,1372,1
1832492,1,337,0,409,4,35,0,54,159,16,1015,0
1855583,2,144,7,175,4,31,0,32,99,7,501,0
1879751,18,1490,0,603,68,165,0,83,382,59,2868,0
1881062,11,1359,0,341,43,93,0,72,249,47,2215,0
1901764,15,215,5,479,133,63,0,188,428,40,1566,0
1917311,11,234,13,285,1,50,0,128,93,11,826,0
1925789,18,89,0,85,52,28,0,30,72,6,380,0
1935155,27,1472,0,531,115,143,0,90,210,37,2625,0
1986180,6,28,4,164,13,64,0,64,112,22,477,0
1991399,0,331,0,286,15,251,0,54,149,36,1122,0
2001461,11,221,0,262,55,78,0,75,199,46,947,0
2008795,0,101,0,117,0,98,0,20,56,2,394,1
2025354,12,2459,28,839,16,52,0,142,302,31,3881,0
2025589,0,12,0,50,2,17,0,10,34,0,125,0
2032882,13,72,0,150,43,170,0,93,200,12,753,0
2039810,17,306,0,171,4,21,0,73,95,9,696,0
2043939,14,513,0,526,66,143,0,131,475,83,1951,0
2057959,37,1071,22,487,76,73,0,187,438,75,2466,0
2075945,6,1622,0,588,72,230,0,149,253,44,2964,0
2082180,0,0,0,15,1,13,0,1,14,0,44,1
2098108,38,16,0,255,9,60,0,39,136,30,583,1
2111313,5,103,7,168,16,41,0,89,82,14,525,0
2134578,1,0,0,12,0,27,0,1,4,1,46,0
2142243,6,805,2,494,52,117,10,185,181,36,1888,0
2143922,9,87,7,90,6,120,0,40,93,7,459,0
2172709,1,4,16,53,0,42,0,23,40,2,181,0
2189620,1,73,0,60,2,77,0,23,56,6,298,0
2196923,1,36,1,104,12,61,0,68,145,19,447,0
2201235,13,244,8,290,64,100,5,134,66,7,931,0
2216442,2,8,0,77,0,30,0,20,53,2,192,1
2224174,24,309,55,435,36,229,0,82,314,74,1558,0
2226202,11,622,10,557,6,141,0,41,135,5,1528,0
2231512,8,130,0,63,19,58,0,24,56,11,369,0
2232340,75,149,15,395,32,228,14,526,616,56,2106,1
2235019,0,171,0,110,7,168,0,23,34,6,519,1
2257853,18,7243,9,4664,79,945,0,161,621,820,14560,0
2260861,9,299,0,269,82,38,0,74,305,33,1109,0
2278095,15,322,6,270,22,95,0,52,136,35,953,0
2279403,90,416,2,499,37,299,0,123,418,79,1963,0
2285405,3,160,17,210,0,161,0,19,35,5,610,0
2285527,14,35,0,220,0,37,0,28,162,33,529,0
2288599,0,129,11,69,5,22,0,10,2,1,249,1
2290604,10,744,0,437,25,232,0,103,285,78,1914,0
2307237,0,15,8,56,3,28,0,18,59,10,197,1
2310615,19,315,12,336,31,373,0,78,344,49,1557,0
2314761,14,294,1,259,83,86,0,52,107,11,907,0
2333244,1,522,15,99,6,25,0,14,27,5,714,0
2338290,9,709,8,416,36,439,0,85,214,60,1976,0
2339789,21,1231,1,1052,24,50,0,261,141,26,2807,0
2341830,14,722,61,565,12,100,0,106,164,22,1766,0
2357019,9,29,12,180,7,107,0,47,103,1,495,0
2391689,1,168,0,164,8,112,0,60,97,14,624,0
2396471,15,144,8,258,62,69,0,99,275,63,993,0
2396643,0,5,12,105,0,151,0,24,59,9,365,1
2400764,0,219,0,115,4,19,0,12,33,1,403,1
2418277,11,105,4,134,16,48,0,46,52,2,418,0
2423655,3,106,0,91,3,146,0,25,46,4,424,1
2432655,4,441,25,289,22,197,0,29,168,41,1216,0
2433216,0,35,11,46,0,78,0,12,23,3,208,1
2459418,1,124,25,107,11,70,0,25,27,6,396,1
2471673,0,47,0,101,1,40,0,30,98,7,324,0
2476409,13,2,8,72,24,64,0,5,62,6,256,0
2481629,12,232,25,385,1,200,0,74,225,38,1192,0
2484726,6,1010,17,542,48,244,0,88,224,42,2221,0
2494306,0,157,0,177,40,147,0,23,45,4,593,0
2499525,11,932,5,523,43,62,0,147,455,44,2222,0
2507993,12,297,15,416,57,62,0,53,115,28,1055,0
2509321,1,181,0,230,9,43,0,49,150,55,718,0
2516939,16,167,0,281,12,103,0,98,190,31,898,0
2525964,54,435,21,405,115,252,0,66,232,60,1640,0
2527066,53,364,25,336,47,57,0,85,345,37,1349,0
2542116,26,338,0,504,7,109,0,85,177,29,1275,0
2544678,2,9,0,35,2,18,0,16,60,6,148,1
2560520,10,206,0,299,90,242,0,110,139,51,1147,0
2561811,2,34,0,45,0,8,0,16,58,20,183,1
2570274,16,2064,35,474,35,95,0,155,240,43,3157,0
2572145,3,9,0,29,0,29,0,7,14,1,92,1
2588215,6,5,0,24,1,0,0,2,7,0,45,1
2588655,0,0,0,31,7,250,0,8,1,0,297,1
2590864,20,7,0,309,0,49,0,48,153,51,637,0
2595457,0,20,0,60,0,40,0,9,21,3,153,1
2595730,14,292,0,405,33,50,0,73,225,24,1116,0
2605337,30,1775,2,1034,49,52,0,60,259,83,3344,0
2612069,3,16,23,182,10,196,0,45,112,24,611,1
2612342,13,528,0,417,5,228,0,42,116,33,1382,1
2615169,1,321,0,164,3,49,0,41,72,5,656,0
2615956,6,12,7,147,1,188,0,22,34,4,421,1
2622441,0,89,6,156,25,106,0,40,165,16,603,0
2636552,1,0,0,41,0,15,0,4,11,1,73,1
2641935,20,50,14,366,41,254,0,88,315,28,1176,0
2646737,0,134,0,113,8,99,0,25,84,7,470,1
2650337,5,179,47,167,0,295,0,39,79,10,821,0
2653689,1,126,0,122,4,62,0,20,75,8,418,1
2662152,25,1005,4,437,105,71,0,186,228,56,2117,0
2668945,2,361,1,211,6,67,0,31,54,8,741,1
2675393,1,0,0,43,0,14,0,8,14,3,83,1
2677210,18,92,18,218,21,135,0,86,240,39,867,0
2678380,14,202,0,225,23,72,0,93,247,24,900,0
2680988,12,655,5,464,9,243,0,105,328,51,1872,1
2684043,9,93,9,185,1,127,0,47,76,39,586,0
2685863,18,272,53,390,40,289,0,82,200,47,1391,0
2689863,12,526,0,195,22,92,0,43,110,11,1011,0
